from_station,to_station,mileage,train_direction
Zhijiang Railway Station,Guidingbei Railway Station,340,up
Wuyishanbei Railway Station,Wufushan Railway Station,50,up
Wenzhounan Railway Station,Leqing Railway Station,35,up
Leqing Railway Station,Taizhou Railway Station,88,up
Taizhou Railway Station,Linhai Railway Station,23,up
Linhai Railway Station,Sanmenxian Railway Station,23,up
Sanmenxian Railway Station,Ningbo Railway Station,106,up
Deqing Railway Station,Yixing Railway Station,92,up
Chengdudong Railway Station,Qingbaijiangdong Railway Station,32,up
Qingbaijiangdong Railway Station,Deyang Railway Station,34,up
Hanzhong Railway Station,Huyi Railway Station,197,up
Huyi Railway Station,Xianbei Railway Station,45,up
Huashanbei Railway Station,Sanmenxianan Railway Station,136,up
Sanmenxianan Railway Station,Luoyanglongmen Railway Station,123,up
Shengfang Railway Station,Baodingdong Railway Station,114,up
Shijiazhuang Railway Station,Gaoyixi Railway Station,51,up
Gaoyixi Railway Station,Xingtaidong Railway Station,71,up
Luoyanglongmen Railway Station,Xianbei Railway Station,380,up
Xianbei Railway Station,Foping Railway Station,140,up
Foping Railway Station,Hanzhong Railway Station,102,up
Jiangyou Railway Station,Deyang Railway Station,86,up
Baigou Railway Station,Baiyangdian Railway Station,19,down
Baiyangdian Railway Station,Shijiazhuang Railway Station,177,down
Guangyuan Railway Station,Mianyang Railway Station,165,down
Mianyang Railway Station,Qingbaijiangdong Railway Station,81,down
Qingbaijiangdong Railway Station,Chengdudong Railway Station,32,down
Chengdudong Railway Station,Zizhongbei Railway Station,124,down
Zizhongbei Railway Station,Neijiangbei Railway Station,29,down
Nanjingnan Railway Station,Qufudong Railway Station,488,up
Neijiangbei Railway Station,Chengdudong Railway Station,153,up
Hanzhong Railway Station,Afanggong Railway Station,2,up
Afanggong Railway Station,Xianbei Railway Station,244,up
Weinanbei Railway Station,Sanmenxianan Railway Station,194,up
Sanmenxianan Railway Station,Minchinan Railway Station,58,up
Minchinan Railway Station,Luoyanglongmen Railway Station,65,up
Luoyanglongmen Railway Station,Gongyinan Railway Station,50,up
Gongyinan Railway Station,Zhengzhoudong Railway Station,93,up
Xinxiangdong Railway Station,Xingtaidong Railway Station,223,up
Baodingdong Railway Station,Tianjinxi Railway Station,150,up
Zhengzhoudong Railway Station,Minchinan Railway Station,208,down
Minchinan Railway Station,Lingbaoxi Railway Station,106,down
Anyangdong Railway Station,Xingtaidong Railway Station,117,up
Baodingdong Railway Station,Bazhouxi Railway Station,81,up
Xianbei Railway Station,Yanglingnan Railway Station,89,down
Yanglingnan Railway Station,Baojinan Railway Station,78,down
Baojinan Railway Station,Tianshuinan Railway Station,132,down
Tianshuinan Railway Station,Tongwei Railway Station,96,down
Tongwei Railway Station,Lanzhouxi Railway Station,173,down
Lanzhouxi Railway Station,Tongwei Railway Station,173,up
Tongwei Railway Station,Qinan Railway Station,56,up
Qinan Railway Station,Tianshuinan Railway Station,40,up
Tianshuinan Railway Station,Baojinan Railway Station,132,up
Baojinan Railway Station,Yanglingnan Railway Station,78,up
Yanglingnan Railway Station,Xianbei Railway Station,89,up
Xinyangdong Railway Station,Xiaoganbei Railway Station,73,down
Xiaoganbei Railway Station,Wuhan Railway Station,166,down
Wuhan Railway Station,Hefeinan Railway Station,315,down
Nanjingnan Railway Station,Hefeinan Railway Station,173,up
Jinzhai Railway Station,Xinyangdong Railway Station,405,up
Dezhoudong Railway Station,Jinandong Railway Station,96,down
Jinandong Railway Station,Zibobei Railway Station,82,down
Zibobei Railway Station,Qingzhoushibei Railway Station,53,down
Qingzhoushibei Railway Station,Weifangbei Railway Station,55,down
Weifangbei Railway Station,Gaomibei Railway Station,63,down
Gaomibei Railway Station,Qingdaobei Railway Station,141,down
Qingdaobei Railway Station,Qingdao Railway Station,15,down
Hankou Railway Station,Hefeinan Railway Station,359,up
Qingdao Railway Station,Qingdaobei Railway Station,15,up
Qingdaobei Railway Station,Weifangbei Railway Station,139,up
Weifangbei Railway Station,Qingzhoushibei Railway Station,55,up
Qingzhoushibei Railway Station,Linzibei Railway Station,23,up
Linzibei Railway Station,Zibobei Railway Station,30,up
Zibobei Railway Station,Zhangqiubei Railway Station,52,up
Zhangqiubei Railway Station,Jinandong Railway Station,30,up
Jinandong Railway Station,Dezhoudong Railway Station,161,up
Dayebei Railway Station,Huangshibei Railway Station,10,up
Huangshibei Railway Station,Wuhan Railway Station,85,up
Lishui Railway Station,Yongkangnan Railway Station,50,up
Jinanxi Railway Station,Jinandong Railway Station,49,up
Jinandong Railway Station,Jinanxi Railway Station,44,up
Lishui Railway Station,Wenzhounan Railway Station,90,up
Machengbei Railway Station,Jinzhai Railway Station,107,up
Dezhoudong Railway Station,Pingyuandong Railway Station,18,down
Pingyuandong Railway Station,Yuchengdong Railway Station,19,down
Yuchengdong Railway Station,Jinandong Railway Station,59,down
Weifangbei Railway Station,Qingdaobei Railway Station,204,down
Huainandong Railway Station,Hefei Railway Station,89,down
Hefei Railway Station,Liuan Railway Station,92,down
Yueyangdong Railway Station,Jinzhai Railway Station,431,up
Liuan Railway Station,Hefei Railway Station,92,up
Hefei Railway Station,Shuijiahu Railway Station,69,up
Shuijiahu Railway Station,Huainandong Railway Station,20,up
Hefeinan Railway Station,Yueyangdong Railway Station,570,down
Huainannan Railway Station,Hefei Railway Station,84,down
Yueyangdong Railway Station,Liuan Railway Station,483,up
Shuijiahu Railway Station,Huainannan Railway Station,15,up
Hengyangdong Railway Station,Guangzhounan Railway Station,679,down
Yueyangdong Railway Station,Hefei Railway Station,803,up
Hefei Railway Station,Huainandong Railway Station,139,up
Qingdaobei Railway Station,Gaomibei Railway Station,76,up
Gaomibei Railway Station,Weifangbei Railway Station,63,up
Qingzhoushibei Railway Station,Zibobei Railway Station,53,up
Zibobei Railway Station,Jinandong Railway Station,82,up
Jinandong Railway Station,Pingyuandong Railway Station,78,up
Pingyuandong Railway Station,Dezhoudong Railway Station,83,up
Xinhuanan Railway Station,Shaoshannan Railway Station,148,up
Zhongqingxi Railway Station,Ganshuidong Railway Station,92,down
Ganshuidong Railway Station,Zunyi Railway Station,129,down
Zunyi Railway Station,Xiuwenxian Railway Station,97,down
Guiyangdong Railway Station,Guidingbei Railway Station,50,down
Guiyangdong Railway Station,Zunyinan Railway Station,96,up
Zunyinan Railway Station,Tongzidong Railway Station,80,up
Tongzidong Railway Station,Qijiangdong Railway Station,107,up
Qijiangdong Railway Station,Zhongqingxi Railway Station,61,up
Yongchuandong Railway Station,Dazunan Railway Station,22,up
Dazunan Railway Station,Chengdudong Railway Station,223,up
Xinhuangxi Railway Station,Tongrennan Railway Station,19,down
Tongrennan Railway Station,Sansui Railway Station,48,down
Sansui Railway Station,Guiyangdong Railway Station,209,down
Zunyi Railway Station,Tongzidong Railway Station,53,down
Tongzidong Railway Station,Zhongqingxi Railway Station,168,down
Zunyi Railway Station,Guiyangdong Railway Station,123,down
Honganxi Railway Station,Liuan Railway Station,200,up
Changzhoubei Railway Station,Danyangbei Railway Station,33,up
Hefeinan Railway Station,Jinzhai Railway Station,141,up
Jinandong Railway Station,Zhangqiubei Railway Station,30,down
Zhangqiubei Railway Station,Zibobei Railway Station,52,down
Qingdao Railway Station,Gaomi Railway Station,98,up
Weifang Railway Station,Qingdao Railway Station,183,down
Beijingnan Railway Station,Nanjingnan Railway Station,1023,down
Minquanbei Railway Station,Kaifengbei Railway Station,88,up
Zhengzhoudong Railway Station,Zhoukoudong Railway Station,178,down
Zhoukoudong Railway Station,Jieshounan Railway Station,73,down
Jieshounan Railway Station,Fuyangxi Railway Station,65,down
Hefei Railway Station,Nanjingnan Railway Station,155,down
Yongchengbei Railway Station,Lankaonan Railway Station,174,up
Lankaonan Railway Station,Zhengzhoudong Railway Station,105,up
Zhengzhoudong Railway Station,Minquanbei Railway Station,140,up
Minquanbei Railway Station,Dangshannan Railway Station,112,up
Qingdaobei Railway Station,Zibobei Railway Station,247,up
Zibobei Railway Station,Zouping Railway Station,28,up
Zouping Railway Station,Jinandong Railway Station,54,up
Shangqiu Railway Station,Zhengzhoudong Railway Station,190,up
Zhengzhoudong Railway Station,Zhengzhou Railway Station,14,up
Zhengzhou Railway Station,Jiaozuo Railway Station,78,up
Luoyanglongmen Railway Station,Zhengzhouxi Railway Station,101,up
Zhengzhouxi Railway Station,Zhengzhoudong Railway Station,42,up
Kaifengbei Railway Station,Shangqiu Railway Station,138,up
Shangqiu Railway Station,Xuzhoudong Railway Station,170,up
Zhengzhoudong Railway Station,Lankaonan Railway Station,105,down
Lankaonan Railway Station,Shangqiu Railway Station,85,down
Shangqiu Railway Station,Xiaoxianbei Railway Station,129,down
Xuzhoudong Railway Station,Zhengzhoudong Railway Station,360,up
Shangqiu Railway Station,Lankaonan Railway Station,85,up
Zibo Railway Station,Weifang Railway Station,100,down
Jiaozuo Railway Station,Zhengzhou Railway Station,78,down
Zhengzhou Railway Station,Zhengzhoudong Railway Station,14,down
Kaifengbei Railway Station,Lankaonan Railway Station,53,down
Dangshannan Railway Station,Xuzhoudong Railway Station,108,down
Minquanbei Railway Station,Zhengzhoudong Railway Station,140,up
Nanjingnan Railway Station,Hefei Railway Station,170,up
Hefei Railway Station,Fuyangxi Railway Station,204,up
Fuyangxi Railway Station,Zhoukoudong Railway Station,138,up
Zhoukoudong Railway Station,Zhengzhoudong Railway Station,179,up
Qingdaobei Railway Station,Jiaozhoubei Railway Station,48,up
Jiaozhoubei Railway Station,Weifang Railway Station,120,up
Xiaoxianbei Railway Station,Shangqiu Railway Station,151,down
Zhengzhoudong Railway Station,Gongyinan Railway Station,10,down
Gongyinan Railway Station,Luoyanglongmen Railway Station,10,down
Huyi Railway Station,Chenggubei Railway Station,169,down
Chenggubei Railway Station,Hanzhong Railway Station,28,down
Hanzhong Railway Station,Zhaotian Railway Station,100,down
Zhaotian Railway Station,Guangyuan Railway Station,38,down
Chengdudong Railway Station,Rongchangbei Railway Station,213,down
Rongchangbei Railway Station,Yongchuandong Railway Station,32,down
Yongchuandong Railway Station,Zhongqingxi Railway Station,57,down
Zhongqingxi Railway Station,Rongchangbei Railway Station,89,up
Rongchangbei Railway Station,Neijiangbei Railway Station,60,up
Mianyang Railway Station,Jiangyou Railway Station,39,up
Jiangyou Railway Station,Guangyuan Railway Station,126,up
Guangyuan Railway Station,Zhaotian Railway Station,184,up
Zhaotian Railway Station,Ningqiangnan Railway Station,24,up
Ningqiangnan Railway Station,Hanzhong Railway Station,298,up
Hanzhong Railway Station,Chenggubei Railway Station,28,up
Chenggubei Railway Station,Foping Railway Station,148,up
Foping Railway Station,Huyi Railway Station,95,up
Tengzhoudong Railway Station,Qufudong Railway Station,56,up
Luoyanglongmen Railway Station,Weinanbei Railway Station,317,down
Xianbei Railway Station,Xianyangqindu Railway Station,30,down
Xianyangqindu Railway Station,Yanglingnan Railway Station,59,down
Tongwei Railway Station,Dingxibei Railway Station,79,down
Dingxibei Railway Station,Lanzhouxi Railway Station,94,down
Tongwei Railway Station,Tianshuinan Railway Station,96,up
Yanglingnan Railway Station,Xianyangqindu Railway Station,59,up
Xianyangqindu Railway Station,Xianbei Railway Station,30,up
Yongchuandong Railway Station,Longchangbei Railway Station,66,up
Longchangbei Railway Station,Neijiangbei Railway Station,26,up
Deyang Railway Station,Jiangyou Railway Station,86,up
Hanzhong Railway Station,Foping Railway Station,120,up
Foping Railway Station,Xianbei Railway Station,362,up
Xuzhoudong Railway Station,Suqian Railway Station,107,up
Suqian Railway Station,Siyang Railway Station,44,up
Siyang Railway Station,Huaiandong Railway Station,53,up
Huaiandong Railway Station,Lianyungang Railway Station,134,up
Lianyungang Railway Station,Rizhaoxi Railway Station,100,up
Rizhaoxi Railway Station,Qingdaobei Railway Station,229,up
Qingdaobei Railway Station,Qingdaoxi Railway Station,74,up
Qingdaoxi Railway Station,Rizhaoxi Railway Station,79,up
Rizhaoxi Railway Station,Lanshanxi Railway Station,27,up
Lanshanxi Railway Station,Lianyungang Railway Station,73,up
Lianyungang Railway Station,Guanyun Railway Station,49,up
Guanyun Railway Station,Huaiandong Railway Station,85,up
Huaiandong Railway Station,Suqian Railway Station,97,up
Suqian Railway Station,Suining Railway Station,34,up
Suining Railway Station,Xuzhoudong Railway Station,149,up
Xuzhoudong Railway Station,Minquanbei Railway Station,220,up
Zhengzhoudong Railway Station,Lingbaoxi Railway Station,314,up
Xianbei Railway Station,Yangxianxi Railway Station,193,up
Yangxianxi Railway Station,Hanzhong Railway Station,49,up
Chengdudong Railway Station,Neijiangbei Railway Station,153,up
Neijiangbei Railway Station,Yongchuandong Railway Station,92,up
Gaomi Railway Station,Qingdao Railway Station,98,down
Lanzhouxi Railway Station,Qinan Railway Station,1410,up
Baojinan Railway Station,Xianbei Railway Station,167,up
Huashanbei Railway Station,Minchinan Railway Station,194,up
Shijiazhuang Railway Station,Shijiazhuangdong Railway Station,18,up
Shijiazhuangdong Railway Station,Xinjinan Railway Station,55,up
Xinjinan Railway Station,Hengshuibei Railway Station,43,up
Hengshuibei Railway Station,Dezhoudong Railway Station,89,up
Yuchengdong Railway Station,Jinanxi Railway Station,14,up
Jinanxi Railway Station,Yuchengdong Railway Station,50,up
Yuchengdong Railway Station,Dezhoudong Railway Station,42,up
Dezhoudong Railway Station,Hengshuibei Railway Station,90,up
Hengshuibei Railway Station,Shijiazhuang Railway Station,116,up
Luoyanglongmen Railway Station,Sanmenxianan Railway Station,123,up
Sanmenxianan Railway Station,Huashanbei Railway Station,136,up
Xianbei Railway Station,Qishan Railway Station,211,up
Qishan Railway Station,Baojinan Railway Station,37,up
Tianshuinan Railway Station,Qinan Railway Station,40,up
Qinan Railway Station,Dingxibei Railway Station,75,up
Huashanbei Railway Station,Lingbaoxi Railway Station,88,up
Lingbaoxi Railway Station,Luoyanglongmen Railway Station,171,up
Taian Railway Station,Jinan Railway Station,62,up
Gaomi Railway Station,Xiagezhuang Railway Station,100,up
Xiagezhuang Railway Station,Laiyang Railway Station,42,up
Laiyang Railway Station,Yantainan Railway Station,86,up
Yantainan Railway Station,Mouping Railway Station,23,up
Mouping Railway Station,Weihai Railway Station,50,up
Weihai Railway Station,Wendengdong Railway Station,24,up
Wendengdong Railway Station,Rongcheng Railway Station,17,up
